"","Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Ano (Código)","Ano","Variável (Código)","Variável","Sexo (Código)","Sexo","Idade (Código)","Idade","Forma de declaração da idade (Código)","Forma de declaração da idade"
"10734","3","Unidade da Federação","45","Pessoas",12153,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6619","66 anos","6555","Data de nascimento"
"10735","3","Unidade da Federação","45","Pessoas",1080,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6619","66 anos","6556","Idade presumida"
"10736","3","Unidade da Federação","45","Pessoas",11608,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6620","67 anos","113635","Total"
"10737","3","Unidade da Federação","45","Pessoas",10692,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6620","67 anos","6555","Data de nascimento"
"10738","3","Unidade da Federação","45","Pessoas",916,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6620","67 anos","6556","Idade presumida"
"10739","3","Unidade da Federação","45","Pessoas",12338,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6621","68 anos","113635","Total"
"10740","3","Unidade da Federação","45","Pessoas",11415,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6621","68 anos","6555","Data de nascimento"
"10741","3","Unidade da Federação","45","Pessoas",923,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6621","68 anos","6556","Idade presumida"
"10742","3","Unidade da Federação","45","Pessoas",10367,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6622","69 anos","113635","Total"
"10743","3","Unidade da Federação","45","Pessoas",9686,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6622","69 anos","6555","Data de nascimento"
"10744","3","Unidade da Federação","45","Pessoas",681,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6622","69 anos","6556","Idade presumida"
"10745","3","Unidade da Federação","45","Pessoas",50605,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93097","70 a 74 anos","113635","Total"
"10746","3","Unidade da Federação","45","Pessoas",46047,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93097","70 a 74 anos","6555","Data de nascimento"
"10747","3","Unidade da Federação","45","Pessoas",4558,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93097","70 a 74 anos","6556","Idade presumida"
"10748","3","Unidade da Federação","45","Pessoas",12692,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6623","70 anos","113635","Total"
"10749","3","Unidade da Federação","45","Pessoas",11363,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6623","70 anos","6555","Data de nascimento"
"10750","3","Unidade da Federação","45","Pessoas",1329,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6623","70 anos","6556","Idade presumida"
"10751","3","Unidade da Federação","45","Pessoas",10068,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6624","71 anos","113635","Total"
"10752","3","Unidade da Federação","45","Pessoas",9523,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6624","71 anos","6555","Data de nascimento"
"10753","3","Unidade da Federação","45","Pessoas",545,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6624","71 anos","6556","Idade presumida"
"10754","3","Unidade da Federação","45","Pessoas",10227,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6625","72 anos","113635","Total"
"10755","3","Unidade da Federação","45","Pessoas",9221,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6625","72 anos","6555","Data de nascimento"
"10756","3","Unidade da Federação","45","Pessoas",1006,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6625","72 anos","6556","Idade presumida"
"10757","3","Unidade da Federação","45","Pessoas",8667,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6626","73 anos","113635","Total"
"10758","3","Unidade da Federação","45","Pessoas",7860,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6626","73 anos","6555","Data de nascimento"
"10759","3","Unidade da Federação","45","Pessoas",807,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6626","73 anos","6556","Idade presumida"
"10760","3","Unidade da Federação","45","Pessoas",8951,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6627","74 anos","113635","Total"
"10761","3","Unidade da Federação","45","Pessoas",8080,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6627","74 anos","6555","Data de nascimento"
"10762","3","Unidade da Federação","45","Pessoas",871,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6627","74 anos","6556","Idade presumida"
"10763","3","Unidade da Federação","45","Pessoas",34395,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93098","75 a 79 anos","113635","Total"
"10764","3","Unidade da Federação","45","Pessoas",30927,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93098","75 a 79 anos","6555","Data de nascimento"
"10765","3","Unidade da Federação","45","Pessoas",3468,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93098","75 a 79 anos","6556","Idade presumida"
"10766","3","Unidade da Federação","45","Pessoas",7927,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6628","75 anos","113635","Total"
"10767","3","Unidade da Federação","45","Pessoas",7019,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6628","75 anos","6555","Data de nascimento"
"10768","3","Unidade da Federação","45","Pessoas",908,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6628","75 anos","6556","Idade presumida"
"10769","3","Unidade da Federação","45","Pessoas",7109,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6629","76 anos","113635","Total"
"10770","3","Unidade da Federação","45","Pessoas",6342,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6629","76 anos","6555","Data de nascimento"
"10771","3","Unidade da Federação","45","Pessoas",767,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6629","76 anos","6556","Idade presumida"
"10772","3","Unidade da Federação","45","Pessoas",6454,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6630","77 anos","113635","Total"
"10773","3","Unidade da Federação","45","Pessoas",5824,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6630","77 anos","6555","Data de nascimento"
"10774","3","Unidade da Federação","45","Pessoas",630,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6630","77 anos","6556","Idade presumida"
"10775","3","Unidade da Federação","45","Pessoas",7099,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6631","78 anos","113635","Total"
"10776","3","Unidade da Federação","45","Pessoas",6421,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6631","78 anos","6555","Data de nascimento"
"10777","3","Unidade da Federação","45","Pessoas",678,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6631","78 anos","6556","Idade presumida"
"10778","3","Unidade da Federação","45","Pessoas",5806,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6632","79 anos","113635","Total"
"10779","3","Unidade da Federação","45","Pessoas",5321,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6632","79 anos","6555","Data de nascimento"
"10780","3","Unidade da Federação","45","Pessoas",485,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6632","79 anos","6556","Idade presumida"
"10781","3","Unidade da Federação","45","Pessoas",23081,"22","Piauí","2022","2022","93","População residente","5","Mulheres","49108","80 a 84 anos","113635","Total"
"10782","3","Unidade da Federação","45","Pessoas",20111,"22","Piauí","2022","2022","93","População residente","5","Mulheres","49108","80 a 84 anos","6555","Data de nascimento"
"10783","3","Unidade da Federação","45","Pessoas",2970,"22","Piauí","2022","2022","93","População residente","5","Mulheres","49108","80 a 84 anos","6556","Idade presumida"
"10784","3","Unidade da Federação","45","Pessoas",5354,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6633","80 anos","113635","Total"
"10785","3","Unidade da Federação","45","Pessoas",4515,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6633","80 anos","6555","Data de nascimento"
"10786","3","Unidade da Federação","45","Pessoas",839,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6633","80 anos","6556","Idade presumida"
"10787","3","Unidade da Federação","45","Pessoas",4304,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6634","81 anos","113635","Total"
"10788","3","Unidade da Federação","45","Pessoas",3934,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6634","81 anos","6555","Data de nascimento"
"10789","3","Unidade da Federação","45","Pessoas",370,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6634","81 anos","6556","Idade presumida"
"10790","3","Unidade da Federação","45","Pessoas",5501,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6635","82 anos","113635","Total"
"10791","3","Unidade da Federação","45","Pessoas",4895,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6635","82 anos","6555","Data de nascimento"
"10792","3","Unidade da Federação","45","Pessoas",606,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6635","82 anos","6556","Idade presumida"
"10793","3","Unidade da Federação","45","Pessoas",4071,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6636","83 anos","113635","Total"
"10794","3","Unidade da Federação","45","Pessoas",3515,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6636","83 anos","6555","Data de nascimento"
"10795","3","Unidade da Federação","45","Pessoas",556,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6636","83 anos","6556","Idade presumida"
"10796","3","Unidade da Federação","45","Pessoas",3851,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6637","84 anos","113635","Total"
"10797","3","Unidade da Federação","45","Pessoas",3252,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6637","84 anos","6555","Data de nascimento"
"10798","3","Unidade da Federação","45","Pessoas",599,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6637","84 anos","6556","Idade presumida"
"10799","3","Unidade da Federação","45","Pessoas",13324,"22","Piauí","2022","2022","93","População residente","5","Mulheres","49109","85 a 89 anos","113635","Total"
"10800","3","Unidade da Federação","45","Pessoas",11424,"22","Piauí","2022","2022","93","População residente","5","Mulheres","49109","85 a 89 anos","6555","Data de nascimento"
"10801","3","Unidade da Federação","45","Pessoas",1900,"22","Piauí","2022","2022","93","População residente","5","Mulheres","49109","85 a 89 anos","6556","Idade presumida"
"10802","3","Unidade da Federação","45","Pessoas",3311,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6638","85 anos","113635","Total"
"10803","3","Unidade da Federação","45","Pessoas",2843,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6638","85 anos","6555","Data de nascimento"
"10804","3","Unidade da Federação","45","Pessoas",468,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6638","85 anos","6556","Idade presumida"
"10805","3","Unidade da Federação","45","Pessoas",3529,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6639","86 anos","113635","Total"
