"code_muni";"dom_resp_h_branca";"dom_resp_h_preta";"dom_resp_h_amarela";"dom_resp_h_parda";"dom_resp_h_indigena";"dom_resp_m_branca";"dom_resp_m_preta";"dom_resp_m_amarela";"dom_resp_m_parda";"dom_resp_m_indigena"
"4128401";1303;153;154;700;5;948;148;103;528;1
"4128500";2793;114;48;892;6;2225;124;29;868;2
"4128534";1049;81;9;754;1;899;60;7;591;NA
"4128559";930;78;16;638;1;782;86;10;599;1
"4128609";1282;44;1;460;1;771;26;1;342;NA
"4128625";182;37;1;299;NA;221;36;2;374;NA
"4128633";1033;57;3;385;NA;402;25;NA;163;NA
"4128658";717;41;1;200;NA;296;23;NA;127;NA
"4128708";1347;56;2;645;5;927;26;5;463;9
"4128807";721;72;4;570;1;398;64;1;370;1
"4200051";455;23;NA;177;NA;212;10;NA;93;NA
"4200101";2193;189;4;1255;40;1345;102;1;869;72
"4200200";1776;25;NA;327;2;1495;21;3;267;NA
"4200309";1118;22;1;140;NA;829;10;NA;112;NA
"4200408";1108;50;1;476;NA;535;28;1;232;NA
"4200507";909;74;NA;325;1;676;30;1;258;1
"4200556";627;6;NA;153;2;170;10;NA;58;NA
"4200606";1325;26;2;116;1;862;26;NA;100;2
"4200705";2039;76;2;288;4;1292;40;1;161;1
"4200754";409;5;NA;43;NA;235;2;NA;31;NA
"4200804";909;37;1;270;NA;825;31;1;205;NA
"4200903";1342;6;1;35;NA;586;7;1;17;NA
"4201000";1040;51;12;624;9;907;29;7;444;4
"4201109";798;18;NA;68;4;394;4;1;48;NA
"4201208";2207;45;1;197;1;1119;47;NA;160;NA
"4201257";1695;56;6;281;2;1291;28;1;172;3
"4201273";876;11;NA;38;NA;626;12;NA;42;NA
"4201307";5003;603;4;2200;63;4650;488;16;1971;38
"4201406";12864;463;15;1946;28;9811;336;12;1284;16
"4201505";1895;42;NA;246;NA;921;15;NA;132;1
"4201604";936;22;1;86;NA;303;5;NA;38;NA
"4201653";557;27;1;79;5;154;6;NA;41;2
"4201703";1517;89;3;224;1;983;46;2;152;3
"4201802";728;3;NA;104;NA;320;3;1;44;1
"4201901";1220;26;2;83;2;1013;24;NA;62;2
"4201950";2637;129;3;557;8;2192;95;5;401;2
"4202008";22381;1265;150;4632;46;23900;1000;129;4338;42
"4202057";2558;120;10;713;19;1885;53;6;429;6
"4202073";2771;104;4;476;5;2147;101;NA;365;1
"4202081";685;26;NA;127;NA;221;17;1;65;NA
"4202099";393;8;NA;79;NA;105;6;NA;22;NA
"4202107";5879;290;11;1936;9;5882;292;14;1860;8
"4202131";1155;27;2;379;NA;397;10;NA;118;NA
"4202156";447;24;NA;72;NA;329;14;4;64;NA
"4202206";1970;35;1;250;3;1307;17;3;128;1
"4202305";10709;1010;9;2663;81;10110;1060;19;2582;63
"4202404";58340;3133;184;12513;98;50958;2320;117;9583;66
"4202438";624;26;1;262;NA;284;13;NA;114;NA
"4202453";3671;233;21;1160;25;2864;186;19;879;14
"4202503";601;67;NA;308;1;328;30;NA;194;NA
"4202537";292;20;NA;175;3;284;10;1;180;10
"4202578";555;2;NA;28;NA;196;NA;NA;25;NA
"4202602";1330;82;1;368;NA;930;43;NA;286;NA
"4202701";1037;19;NA;138;1;659;21;NA;101;NA
"4202800";5220;308;5;1051;2;4193;221;3;860;NA
"4202859";643;16;NA;122;NA;623;7;NA;83;NA
"4202875";396;19;NA;180;2;225;9;NA;105;NA
"4202909";21309;1433;44;5984;46;16163;948;44;4270;39
"4203006";8813;497;28;4590;2;8225;314;33;3827;5
"4203105";1104;33;1;251;NA;724;13;NA;190;NA
"4203154";289;22;NA;304;4;248;19;1;237;4
"4203204";13675;859;29;4307;35;13040;794;31;3677;39
"4203253";370;31;NA;215;NA;264;13;1;108;NA
"4203303";1914;38;5;436;5;1606;30;NA;372;NA
"4203402";1004;82;3;631;1;571;29;1;353;1
"4203501";1359;68;3;562;NA;958;55;NA;486;NA
"4203600";5358;341;7;1826;1;4448;213;5;1389;8
"4203709";1562;68;2;392;1;1929;75;2;458;1
"4203808";8674;272;31;2321;6;6711;148;26;1548;2
"4203907";3203;216;4;1170;1;3159;91;4;1099;3
"4203956";3426;439;5;584;6;3138;482;1;508;3
"4204004";1449;97;1;718;1;1050;47;1;458;NA
"4204103";822;17;2;348;2;312;9;NA;164;NA
"4204152";593;27;NA;143;NA;207;11;NA;50;NA
"4204178";343;17;NA;430;NA;247;13;3;144;NA
"4204194";588;8;NA;95;NA;324;8;NA;55;1
"4204202";33565;2626;71;12067;401;32117;1427;61;10362;229
"4204251";3522;113;2;393;2;1932;48;1;215;2
"4204301";13936;785;8;2843;9;10219;405;11;2206;3
"4204350";846;52;1;207;2;429;15;NA;112;NA
"4204400";1833;79;1;370;NA;1069;52;3;313;1
"4204459";433;13;NA;114;NA;144;4;NA;54;1
"4204509";2683;66;2;442;2;1882;44;NA;306;2
"4204558";1655;139;5;846;1;1954;100;10;927;3
"4204608";34947;2713;42;5070;48;30258;2585;33;4053;50
"4204707";1952;36;NA;144;NA;1828;48;1;180;2
"4204756";388;3;NA;17;NA;285;2;NA;9;NA
"4204806";5184;271;36;2535;3;4185;194;33;1872;5
"4204905";1756;34;NA;205;2;980;13;1;145;1
"4205001";2153;87;5;975;NA;1567;60;1;789;2
"4205100";938;18;NA;111;NA;321;13;NA;61;NA
"4205159";627;8;1;73;10;546;9;2;68;19
"4205175";406;9;NA;131;221;164;8;1;71;162
"4205191";341;6;NA;72;NA;335;8;NA;55;NA
"4205209";997;28;NA;185;1;514;15;NA;140;1
"4205308";1699;76;NA;767;2;1029;24;1;434;3
"4205357";320;30;NA;96;NA;155;17;NA;45;NA
"4205407";84909;6830;639;17639;277;85365;7437;481;15973;270
"4205431";465;25;NA;108;NA;249;11;NA;94;NA
"4205456";4424;282;11;1238;5;3625;240;6;1030;3
"4205506";4395;251;7;2350;18;3216;156;5;1510;12
"4205555";441;20;12;187;NA;129;4;6;67;NA
"4205605";552;23;1;215;1;233;13;NA;117;1
"4205704";5004;253;6;745;5;4367;246;12;613;13
"4205803";2503;189;5;964;10;1760;100;12;660;12
"4205902";10930;655;21;2875;21;8680;546;25;2095;10
"4206009";3224;89;5;433;5;2066;55;6;273;2
"4206108";1394;23;NA;131;1;533;18;1;77;NA
"4206207";2452;156;1;182;2;1583;122;4;123;2
"4206306";4436;212;6;1053;10;2091;100;2;456;1
"4206405";2210;57;NA;245;NA;1272;22;NA;181;NA
"4206504";6952;431;11;2381;8;4672;270;10;1572;6
"4206603";947;16;1;150;NA;711;18;NA;104;NA
"4206652";1167;91;2;561;1;701;44;1;344;1
"4206702";3022;205;5;982;3;2891;163;5;998;3
"4206751";462;3;NA;28;NA;201;2;NA;21;NA
"4206801";690;15;NA;109;NA;350;7;1;78;1
"4206900";3642;74;2;489;6;2739;29;3;273;7
"4207007";11582;533;2;1343;4;6589;340;5;693;8
"4207106";2522;164;7;824;12;1777;72;6;472;8
"4207205";2541;52;2;290;25;1472;35;2;143;26
"4207304";9635;433;20;1402;29;7084;383;14;946;12
"4207403";1380;23;1;148;NA;538;14;NA;83;NA
"4207502";11629;530;8;2796;17;8689;275;13;1854;10
"4207577";780;5;NA;43;1;215;2;NA;19;1
"4207601";995;17;NA;148;NA;580;11;NA;83;1
"4207650";2119;14;NA;135;NA;1031;11;NA;95;NA
"4207684";649;20;NA;181;496;299;7;NA;116;760
"4207700";1701;38;NA;256;NA;661;23;NA;133;NA
"4207759";839;6;NA;91;1;424;7;2;97;NA
"4207809";1712;90;NA;617;4;837;43;4;349;NA
"4207858";379;15;NA;84;NA;243;15;NA;51;NA
"4207908";1716;85;NA;447;1;1021;50;NA;284;3
"4208005";1522;41;1;258;2;682;28;1;159;NA
"4208104";4152;98;3;993;13;1891;31;3;531;5
"4208203";33911;3738;182;11740;64;32148;2839;113;9280;58
"4208302";10569;766;38;2835;33;10087;570;26;2492;18
"4208401";3356;99;1;478;3;1741;38;1;293;1
"4208450";4550;311;22;1865;12;3313;180;15;1224;6
"4208500";5120;207;10;647;7;2990;133;1;396;7
"4208609";867;23;NA;185;NA;342;18;NA;110;NA
"4208708";1844;19;NA;355;3;1382;25;3;318;4
"4208807";3504;180;8;319;5;3024;212;2;309;5
"4208906";27506;1507;89;7112;27;23558;1053;54;5462;19
"4208955";387;27;NA;98;1;111;9;NA;43;NA
"4209003";4836;217;11;1220;5;4305;155;4;1019;2
"4209102";94560;6059;412;24390;128;74314;4136;263;17664;97
"4209151";915;27;NA;87;178;498;21;1;53;99
"4209177";556;27;NA;192;NA;127;6;1;41;NA
"4209201";474;9;NA;65;NA;237;3;NA;42;NA
"4209300";21208;1646;53;7876;31;20151;1420;54;7494;21
"4209409";7398;337;11;861;9;6636;383;8;750;7
"4209458";309;1;NA;89;NA;130;1;NA;55;NA
"4209508";1697;29;NA;159;NA;978;15;1;58;1
"4209607";2186;78;2;338;NA;2247;67;NA;361;2
"4209706";1106;69;4;745;NA;1132;69;6;745;NA
"4209805";798;3;NA;59;NA;326;4;NA;30;NA
"4209854";966;26;NA;202;1;358;8;NA;75;2
"4209904";2628;50;1;256;2;1582;25;NA;126;1
"4210001";2071;49;2;382;NA;1256;26;3;196;NA
"4210035";1147;13;NA;107;1;887;13;NA;118;1
"4210050";378;9;NA;99;NA;114;2;NA;46;NA
"4210100";9414;240;16;2088;16;6855;116;14;1307;15
"4210209";708;13;NA;59;15;340;7;NA;48;15
"4210308";1410;46;2;365;1;674;20;NA;172;NA
"4210407";1500;41;1;196;2;902;18;NA;83;5
"4210506";4348;164;1;895;1;4283;114;5;812;1
"4210555";411;14;NA;38;1;221;11;NA;39;7
"4210605";3474;69;3;473;3;1821;51;3;304;4
"4210704";355;18;NA;209;NA;237;13;NA;133;NA
"4210803";1530;19;1;127;NA;847;7;NA;60;NA
"4210852";444;13;NA;129;NA;255;4;NA;58;NA
"4210902";849;10;1;145;NA;447;7;NA;72;NA
"4211009";2251;43;1;283;1;1007;22;NA;179;2
"4211058";928;93;2;742;NA;836;60;5;501;1
"4211108";1041;43;5;471;NA;791;25;4;297;NA
"4211207";2612;149;NA;348;3;2800;166;2;322;NA
"4211256";580;7;NA;40;NA;421;3;NA;37;NA
"4211306";9658;877;22;4081;30;10146;750;33;3832;21
"4211405";888;56;NA;207;NA;511;27;NA;185;NA
"4211454";877;50;NA;237;4;352;20;NA;144;NA
"4211504";2721;53;4;335;9;1656;40;NA;211;6
"4211603";2642;85;2;344;1;1589;69;1;143;NA
"4211652";513;14;NA;139;NA;174;10;NA;59;NA
"4211702";4453;187;1;522;1;2894;90;2;406;NA
"4211751";2616;136;NA;1137;3;1692;68;NA;660;3
"4211801";1273;55;NA;225;NA;887;28;NA;189;NA
"4211850";357;13;NA;231;NA;101;7;1;78;NA
"4211876";330;4;NA;107;NA;206;6;NA;38;1
"4211892";318;22;NA;139;NA;210;31;NA;121;NA
"4211900";30139;3041;99;8855;106;29019;2767;81;7511;132
"4212007";1075;51;3;363;NA;885;50;2;355;1
"4212056";452;25;NA;221;1;174;8;2;78;NA
"4212106";3309;65;2;493;1;1838;35;2;305;NA
"4212205";3065;83;12;1010;2;1968;48;10;702;1
"4212239";976;27;NA;172;NA;323;8;NA;71;NA
"4212254";1919;83;1;348;2;1972;88;1;331;4
"4212270";468;52;NA;274;2;287;25;NA;228;2
"4212304";1628;61;2;190;1;1239;74;NA;103;2
"4212403";1133;13;NA;41;NA;388;5;NA;9;NA
"4212502";4692;248;10;1055;14;4817;185;8;943;13
"4212601";739;9;NA;67;NA;340;5;NA;40;NA
"4212650";2070;132;NA;179;2;1204;106;NA;130;1
"4212700";1151;25;NA;109;NA;1028;17;2;112;NA
"4212809";3879;237;12;1040;13;3500;171;12;963;12
"4212908";3413;171;4;824;4;2915;103;4;722;2
"4213005";594;24;NA;153;1;285;9;NA;108;1
"4213104";1134;23;5;266;1;675;14;3;162;1
"4213153";476;24;NA;192;NA;247;4;NA;116;NA
"4213203";5520;193;11;1037;2;4238;130;7;806;7
"4213302";564;34;7;313;NA;425;27;3;226;NA
"4213351";363;15;NA;279;NA;249;5;1;153;NA
"4213401";1321;103;5;730;4;956;53;NA;608;1
"4213500";4074;258;11;1021;8;3565;200;5;742;2
"4213609";4963;185;10;1383;10;4070;140;5;1106;7
"4213708";2650;80;NA;681;10;2124;43;7;473;5
"4213807";1438;48;NA;246;4;1293;40;NA;164;4
"4213906";386;9;NA;32;NA;158;2;NA;19;NA
"4214003";3101;135;1;587;14;2558;111;2;493;9
"4214102";539;4;NA;48;1;269;4;NA;26;NA
"4214151";658;11;NA;131;2;226;3;NA;63;NA
"4214201";1967;118;2;451;NA;949;59;NA;304;NA
"4214300";665;15;NA;51;2;471;11;1;33;NA
"4214409";1014;32;2;353;NA;583;22;4;228;1
"4214508";1339;33;1;237;9;603;17;NA;104;5
"4214607";1668;16;3;80;NA;923;13;NA;36;NA
"4214706";2016;56;NA;304;1;1254;25;1;194;NA
"4214805";12655;439;27;2062;34;10106;355;24;1704;14
"4214904";1110;7;NA;35;NA;446;9;NA;26;NA
"4215000";5343;178;20;1756;6;4932;120;7;1376;14
"4215059";409;42;NA;147;NA;178;25;NA;71;NA
"4215075";781;36;NA;234;1;606;24;NA;157;NA
"4215109";2798;49;1;421;NA;1211;25;1;189;2
"4215208";1039;51;1;242;1;406;26;1;100;NA
"4215307";1450;9;NA;221;NA;932;5;NA;133;NA
"4215356";544;46;NA;254;NA;338;20;1;157;NA
"4215406";663;49;2;203;1;575;29;1;140;NA
"4215455";2165;149;NA;319;NA;1358;94;NA;168;NA
"4215505";1893;73;NA;1030;NA;1632;44;5;712;NA
"4215554";314;8;NA;39;NA;450;7;1;63;NA
"4215604";491;2;NA;15;1;215;2;NA;11;NA
"4215653";1849;53;NA;238;2;1321;44;NA;172;NA
"4215679";1984;10;NA;316;1;538;8;NA;86;1
"4215687";525;40;1;140;NA;179;17;NA;53;NA
"4215695";336;29;2;58;NA;115;16;NA;23;NA
"4215703";4890;225;9;491;4;3944;245;3;371;9
"4215752";501;29;1;175;1;172;14;NA;86;1
"4215802";12422;387;17;3082;6;11514;256;11;2348;15
"4215901";704;8;NA;24;NA;373;6;NA;12;NA
"4216008";2037;42;1;258;1;1330;36;NA;170;1
"4216057";471;29;NA;281;NA;426;11;2;255;NA
"4216107";1217;80;1;482;6;1104;60;NA;501;9
"4216206";7864;499;26;2503;34;6201;431;16;1767;37
"4216255";1681;9;NA;42;NA;584;2;NA;31;1
"4216305";5292;277;5;912;13;4225;188;7;705;5
"4216354";795;10;NA;132;1;443;10;NA;98;1
"4216404";1842;44;2;149;2;1159;36;2;91;1
"4216503";4147;466;47;2171;2;1720;185;13;832;2
"4216602";38471;3843;129;9814;69;40537;3808;122;8794;77
"4216701";2878;56;NA;422;NA;1650;49;1;281;1
"4216800";1745;62;NA;540;3;700;31;1;245;1
"4216909";3906;170;6;1159;1;2751;112;7;877;4
"4217006";2224;147;2;444;5;1419;98;2;319;1
"4217105";810;8;NA;45;NA;294;1;NA;10;NA
"4217154";324;6;NA;71;NA;201;6;NA;54;NA
"4217204";7851;309;8;1266;4;6534;205;4;1122;8
"4217253";956;14;1;82;2;628;18;NA;41;NA
"4217303";2146;71;1;220;1;1012;33;1;114;1
"4217402";3204;142;3;787;6;2146;83;3;461;1
"4217501";3470;178;1;745;21;1715;79;NA;448;13
"4217550";634;17;NA;118;NA;404;4;NA;53;NA
"4217600";2640;207;NA;459;1;1301;148;NA;207;NA
"4217709";4532;123;1;625;2;4975;166;5;619;7
"4217758";537;22;NA;121;NA;242;7;NA;70;NA
"4217808";3610;103;2;476;4;2265;47;2;327;3
"4217907";1256;16;NA;238;NA;1195;22;NA;323;NA
"4217956";610;6;NA;104;NA;116;2;NA;26;NA
"4218004";6807;634;8;1794;28;6842;521;10;1568;30
"4218103";1156;43;1;135;NA;572;16;NA;77;NA
"4218202";7741;240;12;1362;5;6151;146;13;1060;6
"4218251";734;58;1;657;3;551;19;NA;501;1
"4218301";2856;163;6;1040;5;1804;102;3;591;5
"4218350";801;25;NA;97;NA;386;24;NA;38;NA
"4218400";1756;36;NA;111;3;633;14;NA;34;NA
"4218509";1373;40;1;326;2;1182;23;3;302;1
"4218608";1191;30;NA;216;1;1078;27;NA;180;1
"4218707";18895;956;21;1766;12;17885;998;17;1581;5
"4218756";1115;13;3;46;NA;534;11;1;48;NA
"4218806";2575;67;1;324;NA;1612;42;NA;205;NA
"4218855";597;34;NA;170;NA;165;8;NA;52;NA
"4218905";1857;115;3;550;3;1008;78;NA;341;2
"4218954";398;64;2;163;NA;192;24;1;117;1
"4219002";3605;139;2;364;2;3271;105;1;281;1
"4219101";639;30;NA;219;NA;283;16;NA;105;NA
"4219150";443;10;NA;253;NA;202;8;NA;93;NA
"4219176";701;49;5;328;1;300;19;4;203;1
"4219200";1614;31;NA;81;NA;569;6;NA;34;NA
"4219309";8152;424;9;2585;8;7078;245;3;2041;2
"4219358";1150;6;1;89;82;505;6;NA;48;37
"4219408";900;10;NA;106;NA;446;1;NA;69;NA
"4219507";6843;375;6;2591;29;6929;223;12;2290;24
"4219606";938;12;NA;87;1;181;4;NA;31;NA
"4219705";4666;421;3;1647;7;3412;187;5;1297;7
"4219853";535;54;NA;206;NA;474;34;1;160;NA
"4220000";2485;166;NA;340;3;2348;163;2;309;2
"4300034";825;83;NA;91;4;431;66;2;74;2
"4300059";654;11;NA;91;77;475;5;1;43;25
"4300109";3545;131;2;434;1;1720;69;1;230;NA
"4300208";1086;23;2;152;NA;1128;29;NA;173;NA
"4300307";1505;24;2;269;NA;627;12;NA;114;NA
"4300406";9680;1200;4;3133;23;9409;1601;6;3181;18
"4300455";685;14;NA;152;NA;495;12;NA;95;NA
"4300471";499;16;NA;50;NA;205;8;NA;21;NA
"4300505";1640;56;1;282;1;682;22;2;162;NA
"4300554";441;18;NA;63;NA;159;4;NA;12;NA
"4300570";809;16;NA;29;NA;347;8;1;20;NA
"4300604";20127;4277;22;5708;53;25823;6344;30;6428;55
"4300638";1019;108;NA;92;NA;629;98;2;69;NA
"4300646";1257;51;1;490;2;786;35;1;277;4
"4300661";186;16;2;44;1;126;15;NA;45;2
"4300703";1418;11;NA;76;1;681;14;NA;35;NA
"4300802";2834;109;1;233;1;1520;79;NA;231;2
"4300851";854;74;2;79;2;585;77;NA;57;NA
"4300877";1359;35;1;332;1;1222;26;NA;240;NA
"4300901";1567;37;1;112;NA;751;31;NA;76;NA
"4301008";4520;167;2;413;1;2900;94;1;308;1
"4301057";1902;76;NA;305;2;1829;80;NA;274;NA
"4301073";568;14;NA;24;NA;192;13;NA;13;1
"4301107";2293;181;NA;311;2;2202;200;1;323;2
"4301206";2561;62;2;343;NA;1212;52;1;222;NA
"4301305";3126;223;1;336;2;2942;296;2;335;8
"4301404";2608;53;NA;243;NA;928;28;NA;71;NA
"4301503";1657;53;1;204;1;744;31;NA;143;NA
"4301552";822;12;NA;35;NA;415;7;NA;27;NA
"4301602";15115;2157;21;3624;23;17076;3134;20;4133;24
"4301636";2116;225;NA;469;5;2486;279;2;499;24
"4301651";1472;27;1;110;NA;749;13;1;55;NA
"4301701";1660;33;NA;143;11;742;11;NA;67;13
"4301750";1486;51;NA;247;1;523;21;NA;85;NA
"4301800";792;34;NA;278;NA;604;32;1;189;1
"4301859";446;23;NA;133;1;456;13;NA;110;NA
"4301875";439;63;NA;171;NA;512;56;NA;221;1
"4301909";2036;184;NA;285;39;1777;188;NA;258;29
"4301925";479;3;NA;13;NA;113;5;NA;7;NA
"4301958";387;17;NA;45;1;378;13;NA;55;NA
"4302006";1644;75;1;668;3;978;37;NA;290;1
"4302055";272;21;NA;32;175;109;2;NA;15;99
"4302105";22028;1391;12;3774;31;17626;806;17;3126;9
"4302154";310;2;NA;176;NA;177;3;NA;97;NA
"4302204";1715;22;2;130;NA;764;16;1;87;NA
"4302220";601;24;NA;57;NA;160;4;NA;9;NA
"4302238";516;3;NA;72;NA;222;3;NA;23;1
"4302253";686;11;NA;39;1;286;6;1;23;NA
"4302303";1356;101;4;597;2;1394;95;3;649;NA
"4302352";2609;60;NA;204;1;1929;50;1;142;2
"4302378";381;12;NA;99;NA;258;12;NA;59;NA
"4302402";2260;130;NA;206;2;1943;140;1;180;3
"4302451";1185;40;NA;341;1;657;28;1;195;1
"4302501";963;62;3;350;NA;632;45;NA;305;NA
"4302584";553;6;NA;75;1;140;1;1;31;NA
"4302600";436;30;NA;218;1;356;14;1;184;1
"4302659";1287;31;NA;61;1;585;22;NA;31;2
"4302709";2661;286;7;518;2;2950;376;12;537;4
"4302808";5722;768;2;497;13;5135;796;2;501;9
"4302907";1571;170;2;407;1;1589;142;NA;392;NA
"4303004";13321;1143;17;1622;26;12732;1426;13;1489;20
"4303103";19801;2130;28;3514;46;21269;2329;23;3363;21
"4303202";651;13;NA;129;126;477;14;NA;113;138
"4303301";963;26;NA;300;1;464;7;1;142;NA
"4303400";1035;20;NA;258;2;456;7;NA;80;NA
"4303509";11283;751;5;1132;31;8820;827;3;1002;25
"4303558";615;11;NA;93;NA;336;8;NA;65;NA
"4303608";1072;83;NA;232;NA;842;42;1;150;NA
"4303673";764;23;NA;142;NA;296;7;NA;52;NA
"4303707";1441;10;NA;57;NA;732;10;NA;51;NA
"4303806";936;34;NA;115;NA;814;17;1;146;1
"4303905";9349;425;8;1351;8;11137;411;9;1361;4
"4304002";676;24;NA;297;NA;605;12;1;307;NA
"4304101";738;9;2;138;1;493;2;NA;77;NA
"4304200";5733;292;2;677;1;3891;297;2;503;1
"4304309";1705;18;NA;64;1;622;4;NA;25;NA
"4304358";1569;232;1;513;8;1187;163;1;422;8
"4304408";6633;550;4;1857;26;7158;466;9;1603;20
"4304507";11549;584;2;532;5;5718;585;1;350;7
"4304606";49699;4751;83;8730;96;54892;5856;66;8590;86
"4304614";483;6;NA;8;NA;142;4;NA;5;NA
"4304622";252;9;NA;125;NA;217;7;NA;81;NA
"4304630";9306;660;9;1368;14;10360;841;8;1313;13
"4304655";644;28;NA;141;NA;268;18;NA;68;NA
"4304663";3915;412;6;652;11;3961;527;3;654;6
"4304671";599;96;NA;108;4;503;92;NA;90;4
"4304689";1931;90;3;239;7;1707;70;1;175;16
"4304697";653;14;NA;38;NA;313;10;1;25;NA
"4304705";9515;548;8;1867;22;9706;578;6;1966;23
"4304713";2020;21;NA;67;6;840;18;1;41;3
"4304804";6352;178;1;642;6;3969;114;2;385;3
"4304853";319;2;NA;7;3;171;3;NA;8;NA
"4304903";2028;60;NA;233;NA;1126;23;NA;151;NA
"4304952";581;15;1;155;1;276;9;NA;72;NA
"4305009";1610;50;NA;302;NA;1088;39;NA;284;NA
"4305108";73769;5288;74;17699;131;68173;4352;74;15244;103
"4305116";819;9;NA;11;1;184;3;NA;5;NA
"4305124";1269;85;NA;102;NA;807;95;NA;86;1
"4305132";835;38;2;114;2;509;29;NA;54;1
"4305157";443;29;NA;201;1;167;8;NA;66;NA
"4305173";1869;125;NA;342;1;1000;83;1;172;1
"4305207";2444;46;NA;484;2;1828;49;2;495;1
"4305306";1992;38;2;173;NA;1394;20;NA;195;NA
"4305355";5106;323;6;832;21;4643;333;6;738;21
"4305371";404;1;NA;14;114;206;3;NA;9;208
"4305405";805;20;NA;170;NA;399;7;NA;123;NA
"4305439";855;54;NA;188;3;1039;53;1;192;3
"4305447";1180;43;NA;62;NA;340;22;NA;22;NA
"4305454";2508;250;NA;548;4;2720;308;3;505;4
"4305504";847;45;NA;206;NA;455;24;1;103;NA
"4305587";479;8;NA;25;1;409;5;NA;21;NA
"4305603";735;68;NA;87;NA;320;26;NA;45;1
"4305702";1053;45;NA;225;NA;793;53;NA;225;NA
"4305801";1719;56;NA;296;62;1271;36;1;308;42
"4305835";302;9;NA;11;NA;164;9;NA;7;NA
"4305850";513;21;NA;57;NA;265;4;NA;37;NA
"4305871";655;18;NA;108;3;248;7;1;51;1
"4305900";801;54;2;384;2;723;30;NA;332;4
"4305934";443;7;NA;27;NA;83;1;NA;4;NA
"4305959";827;6;NA;43;NA;504;4;NA;49;NA
"4305975";450;29;1;133;NA;285;10;1;107;2
"4306007";2762;70;2;303;3;1809;55;3;265;1
"4306056";1450;136;NA;148;7;801;114;NA;109;3
"4306072";459;21;1;128;NA;325;8;NA;117;NA
"4306106";8437;499;11;1734;12;9586;646;2;1843;5
"4306130";453;10;NA;36;NA;83;5;NA;29;NA
"4306205";2338;95;NA;284;6;1584;86;NA;191;5
"4306304";998;32;1;110;1;454;16;NA;46;NA
"4306320";662;15;1;124;NA;219;2;NA;51;NA
"4306353";529;7;NA;115;NA;335;2;1;28;NA
"4306379";515;26;NA;104;NA;370;16;NA;116;NA
"4306403";5450;109;7;566;3;5228;91;2;464;5
"4306429";234;15;NA;154;NA;227;26;1;141;NA
"4306452";778;7;NA;45;NA;306;5;NA;20;NA
"4306502";3020;294;NA;350;NA;1118;156;NA;153;NA
"4306551";673;12;NA;25;2;322;9;NA;10;NA
"4306601";5576;670;2;929;7;5493;798;6;841;2
"4306700";404;48;NA;63;1;539;62;NA;107;1
"4306734";912;34;NA;135;NA;608;26;NA;114;NA
"4306759";401;13;NA;29;NA;230;10;NA;27;NA
"4306767";5098;551;4;1214;13;5588;669;4;1320;14
"4306809";4151;276;4;551;2;3407;220;1;425;3
"4306908";3903;458;1;710;4;3355;489;2;688;1
"4306924";209;12;NA;17;40;101;2;NA;10;51
"4306932";1421;63;NA;483;2;1173;61;NA;384;NA
"4306957";409;25;NA;128;NA;382;27;NA;115;1
"4306973";257;16;NA;75;42;435;25;NA;156;72
"4307005";17388;805;11;3448;33;16447;613;18;3342;27
"4307054";547;4;NA;70;NA;561;4;NA;67;NA
"4307104";1073;135;1;181;NA;961;110;3;207;NA
"4307203";952;78;NA;190;NA;561;54;NA;121;NA
"4307302";1067;51;NA;410;3;711;42;2;322;4
"4307401";548;25;3;168;1;387;11;1;104;NA
"4307450";787;21;NA;92;NA;330;12;NA;34;NA
"4307500";2961;77;1;470;NA;1885;71;1;336;1
"4307559";1007;41;NA;152;1;814;45;NA;112;NA
"4307609";8240;339;6;1261;10;6862;324;7;857;6
"4307708";11671;1080;11;1878;24;11533;1252;6;1824;14
"4307807";6172;320;1;578;11;4629;240;3;456;13
"4307815";670;7;NA;51;2;380;13;NA;33;5
"4307831";427;24;NA;132;NA;409;14;1;106;1
"4307864";607;5;NA;51;NA;188;8;NA;24;NA
"4307906";12457;529;4;2211;23;9680;399;5;1685;20
"4308003";1109;111;1;226;2;868;63;NA;198;3
"4308052";495;28;1;147;58;186;6;NA;60;24
"4308078";663;44;NA;99;1;688;52;1;100;NA
"4308102";2675;60;1;212;2;2252;44;1;158;1
"4308201";5946;180;NA;762;5;4272;105;2;535;NA
"4308250";515;3;NA;28;NA;138;1;NA;10;NA
"4308300";1573;53;1;674;NA;1036;31;NA;337;NA
"4308409";1199;204;NA;98;6;777;166;NA;80;7
"4308433";681;4;NA;8;NA;254;6;NA;2;NA
"4308458";835;28;2;136;2;606;35;1;85;NA
"4308508";5235;150;5;947;1;5256;128;3;994;2
"4308607";6931;245;3;723;6;4876;129;1;487;1
"4308656";381;13;NA;212;1;288;18;NA;144;NA
"4308706";1223;29;1;96;2;745;25;NA;90;NA
"4308805";1527;70;1;122;1;1255;78;1;93;NA
"4308854";286;16;NA;67;15;186;5;NA;42;29
"4308904";2994;113;NA;496;2;2524;101;2;449;3
"4309001";2678;83;3;790;NA;1922;82;2;572;NA
"4309050";1150;86;2;152;3;1334;103;3;159;NA
"4309100";6414;301;5;1014;24;6550;203;4;861;6
"4309126";228;15;1;78;17;265;28;3;80;8
"4309159";721;29;NA;174;NA;245;6;2;67;NA
"4309209";41219;3840;44;6248;71;39918;4567;43;5806;50
