"code_muni";"dom_resp_h_branca";"dom_resp_h_preta";"dom_resp_h_amarela";"dom_resp_h_parda";"dom_resp_h_indigena";"dom_resp_m_branca";"dom_resp_m_preta";"dom_resp_m_amarela";"dom_resp_m_parda";"dom_resp_m_indigena"
"2908200";232;1363;1;1153;5;271;2190;2;1708;10
"2908309";325;1155;NA;1287;1;288;1362;NA;1334;1
"2908408";2862;2447;5;5869;30;2994;2919;14;7183;26
"2908507";457;1986;4;2926;11;483;2882;6;4041;23
"2908606";384;1041;NA;2109;23;368;1327;4;2417;24
"2908705";902;240;2;2391;NA;577;168;4;1591;NA
"2908804";182;116;NA;438;NA;151;152;1;480;NA
"2908903";351;1615;3;2104;21;348;2030;6;2441;16
"2909000";527;90;NA;1155;NA;245;56;NA;566;NA
"2909109";869;342;3;2026;3;450;159;1;1147;1
"2909208";781;354;2;2033;1;680;219;NA;1959;NA
"2909307";1713;971;8;3783;31;1115;718;9;2928;13
"2909406";531;417;1;1587;11;373;272;1;1221;7
"2909505";142;204;1;438;1;143;217;1;471;1
"2909604";905;454;NA;2509;4;665;419;3;2320;NA
"2909703";810;341;1;1927;4;397;171;1;1024;3
"2909802";1466;3406;10;5324;26;1193;4172;8;6115;17
"2909901";770;834;7;3355;193;811;900;6;4046;326
"2910008";351;479;NA;1400;3;242;360;2;967;1
"2910057";1646;3973;22;6442;43;1552;4542;34;7562;51
"2910107";1248;112;1;1189;NA;629;78;1;524;2
"2910206";163;316;1;346;6;115;356;NA;333;5
"2910305";368;335;1;845;3;253;420;2;758;2
"2910404";733;466;1;2554;4;537;355;4;2117;1
"2910503";720;2120;16;3378;35;725;2573;22;4064;39
"2910602";835;1408;18;3046;25;675;1494;17;3284;28
"2910701";2323;1134;10;7050;274;2284;1118;17;7317;226
"2910727";4294;3953;35;12310;480;3761;3624;55;12442;466
"2910750";1105;231;2;2142;5;918;195;4;2196;4
"2910776";443;162;4;703;10;217;94;1;335;7
"2910800";17223;30859;92;53255;239;18222;38233;147;63177;258
"2910859";516;768;5;1901;5;434;729;2;1709;8
"2910909";176;225;NA;556;NA;165;181;1;494;4
"2911006";412;482;1;1180;9;351;403;NA;1017;8
"2911105";606;1028;157;2314;7;520;912;113;2502;8
"2911204";853;1592;8;3537;8;817;1591;5;3498;10
"2911253";237;101;NA;550;NA;169;84;1;516;2
"2911303";749;238;2;1079;1;555;199;NA;824;5
"2911402";596;214;2;1337;265;666;215;3;1718;397
"2911501";92;298;NA;482;NA;94;363;NA;659;1
"2911600";258;1237;1;1594;15;276;1818;4;1818;14
"2911659";429;175;1;1149;4;242;82;NA;688;1
"2911709";5331;2265;32;8384;46;4428;2202;38;7616;45
"2911808";771;587;3;3031;34;456;402;3;1950;24
"2911857";753;150;3;1365;3;669;164;1;1387;2
"2911907";699;1054;3;2750;9;644;1115;1;2728;11
"2912004";819;274;1;1273;6;364;148;2;643;2
"2912103";777;857;5;2351;34;818;879;5;2567;33
"2912202";745;697;8;2390;7;527;531;5;1888;17
"2912301";714;449;1;1635;9;659;343;NA;1496;12
"2912400";650;557;3;1633;9;610;621;2;1736;6
"2912509";974;170;1;1643;5;713;142;3;1103;1
"2912608";117;75;2;643;1;52;56;NA;340;NA
"2912707";517;1472;NA;2525;7;356;1384;3;2101;9
"2912806";370;388;5;1107;2;301;247;6;784;9
"2912905";422;706;4;2328;1;424;633;2;2403;1
"2913002";578;674;2;1635;3;441;471;1;1281;3
"2913101";860;672;2;1509;8;809;627;4;1525;5
"2913200";734;737;NA;2555;73;785;850;9;3270;137
"2913309";301;307;NA;413;1;246;408;1;501;NA
"2913408";1278;569;2;1253;1;626;359;NA;798;1
"2913457";221;905;NA;1402;2;154;807;NA;993;4
"2913507";1026;598;3;2761;8;844;439;9;2267;7
"2913606";5561;8291;48;17931;1366;5208;8397;59;18370;1406
"2913705";804;1719;17;3242;16;819;1931;15;3586;11
"2913804";464;544;3;1279;3;240;520;1;1050;3
"2913903";1281;1729;6;4147;18;1191;1916;7;4555;19
"2914000";2137;2270;10;6099;30;1850;2415;15;6380;24
"2914109";1097;154;NA;1005;NA;620;73;NA;601;1
"2914208";258;203;1;674;7;201;206;7;635;3
"2914307";300;409;NA;1428;5;221;366;1;957;3
"2914406";595;602;3;2926;5;535;653;1;2822;7
"2914505";340;1902;6;2146;11;298;2650;7;2565;23
"2914604";3365;2116;12;6622;43;3610;2349;24;7829;39
"2914653";882;809;5;3118;68;630;699;4;3336;81
"2914703";2062;2621;13;6849;26;1883;2850;40;7140;33
"2914802";6329;7301;42;19736;247;7058;8293;48;22681;275
"2914901";719;1929;6;2805;65;641;1649;11;2055;58
"2915007";316;725;1;1384;9;204;715;1;1175;13
"2915106";341;478;5;1504;5;299;514;3;1506;8
"2915205";454;743;NA;2103;4;328;441;NA;1370;3
"2915304";218;212;NA;815;11;173;196;2;716;8
"2915353";421;470;1;1208;10;369;415;1;1199;4
"2915403";140;197;1;546;160;138;159;NA;578;189
"2915502";525;819;6;1952;8;483;945;8;2252;9
"2915601";1600;1490;9;7779;223;1305;1463;10;7681;220
"2915700";215;300;1;791;4;177;297;1;769;1
"2915809";816;849;1;2603;15;785;799;1;2239;9
"2915908";76;285;NA;498;2;91;428;1;684;5
"2916005";1036;552;5;2409;30;704;298;5;1746;26
"2916104";203;1039;NA;1717;12;278;1492;1;2674;7
"2916203";267;355;NA;1216;11;225;349;1;1287;5
"2916302";237;415;5;891;27;219;455;1;1040;27
"2916401";2472;2188;15;7097;67;2562;2217;13;7364;75
"2916500";983;921;1;3582;5;1001;994;1;3874;10
"2916609";390;504;NA;932;3;230;327;NA;644;1
"2916708";294;302;1;935;1;237;261;NA;744;NA
"2916807";837;546;1;1967;13;717;379;5;1807;14
"2916856";581;331;3;1828;2;561;345;2;1899;6
"2916906";364;403;NA;1077;5;414;445;1;1264;3
"2917003";1083;869;10;4517;24;978;734;15;3832;11
"2917102";592;559;3;1836;31;614;596;7;1951;28
"2917201";1239;375;2;2059;3;798;254;NA;1458;4
"2917300";632;1238;12;2109;3;600;1364;15;2063;7
"2917334";358;229;1;1072;NA;343;305;2;1191;NA
"2917359";423;145;NA;1429;1;247;109;NA;906;2
"2917409";1061;173;4;1586;2;672;110;5;951;1
"2917508";3050;3457;24;8247;74;2977;3662;30;9331;77
"2917607";1540;1641;16;4321;34;1537;1806;18;4981;28
"2917706";1554;786;3;4197;8;1162;559;9;3575;8
"2917805";316;1302;NA;1704;5;210;1190;2;1677;5
"2917904";191;339;5;1136;9;153;263;2;1007;4
"2918001";6008;6241;37;15158;70;6061;6906;54;17260;74
"2918100";1523;910;7;4223;12;1421;926;6;4537;17
"2918209";397;916;1;1536;NA;271;643;NA;1055;NA
"2918308";362;704;1;1668;3;353;583;1;1472;NA
"2918357";913;921;5;2446;11;712;855;6;2383;5
"2918407";8165;7689;62;22052;190;7976;7705;92;24725;210
"2918456";391;222;2;1744;5;194;94;1;856;NA
"2918506";608;318;4;1643;3;612;402;1;1974;4
"2918555";135;223;3;575;14;133;271;3;703;20
"2918605";641;141;1;716;5;432;122;NA;475;NA
"2918704";155;171;1;497;NA;140;180;2;456;2
"2918753";1221;228;NA;1377;3;656;157;1;729;6
"2918803";608;1358;2;2128;1;405;1351;2;1683;2
"2918902";179;106;2;443;NA;176;100;6;472;4
"2919009";83;144;NA;385;1;90;133;NA;441;NA
"2919058";339;285;3;789;6;302;243;5;760;2
"2919108";86;469;2;730;6;100;677;6;1043;12
"2919157";833;876;12;2272;14;890;1054;17;2755;13
"2919207";6959;11014;75;16936;149;6901;13247;86;19786;176
"2919306";252;609;1;1027;6;203;719;NA;1105;9
"2919405";874;247;3;1553;4;434;127;2;767;3
"2919504";3334;1061;6;4201;5;2074;810;7;3212;7
"2919553";5855;3657;76;10677;53;3828;2710;62;9426;62
"2919603";309;329;1;1057;5;331;404;4;1438;4
"2919702";916;714;3;2207;3;883;497;4;2017;5
"2919801";2852;680;10;4750;31;1937;482;17;3308;24
"2919900";145;114;NA;768;NA;175;165;NA;1068;2
"2919926";304;739;6;2045;6;307;935;7;2460;7
"2919959";430;120;NA;921;3;254;88;NA;623;1
"2920007";342;323;NA;856;10;348;297;2;988;7
"2920106";601;578;4;1691;3;657;771;4;2054;3
"2920205";212;497;NA;1981;NA;157;451;NA;1533;NA
"2920304";730;114;NA;1069;NA;400;56;NA;620;NA
"2920403";827;332;NA;1413;1;592;361;2;1301;NA
"2920452";91;352;NA;1796;1;52;230;NA;1060;1
"2920502";1232;744;4;3031;34;1086;810;12;3007;30
"2920601";849;1785;5;3478;14;806;2341;7;3675;9
"2920700";673;1618;2;2488;26;477;1421;4;1880;11
"2920809";275;366;NA;1145;4;175;351;NA;926;3
"2920908";506;612;5;1189;21;389;607;3;1432;36
"2921005";793;2668;13;3758;33;736;3010;17;4288;19
"2921054";581;341;NA;1025;NA;311;290;NA;682;NA
"2921104";1030;497;NA;3080;7;871;407;6;2576;4
"2921203";841;787;8;3050;7;759;801;7;3037;4
"2921302";422;292;NA;1118;1;453;419;2;1279;1
"2921401";302;607;3;1281;4;378;983;4;2015;NA
"2921450";692;117;NA;1375;2;421;56;NA;784;3
"2921500";2973;754;NA;4879;30;2978;684;1;4597;20
"2921609";398;218;NA;882;NA;254;170;NA;844;NA
"2921708";1008;1314;10;3169;24;1027;1586;13;3733;29
"2921807";486;155;3;1370;1;467;140;4;1216;1
"2921906";546;508;5;1453;7;344;328;2;1033;8
"2922003";1359;1503;7;3973;43;1173;1390;8;3924;26
"2922052";353;188;4;1571;15;320;224;8;1811;9
"2922102";605;581;2;1748;3;577;687;6;2222;7
"2922201";200;385;1;764;NA;161;482;1;781;NA
"2922250";282;434;5;1052;30;165;386;7;970;40
"2922300";470;1542;1;2177;12;529;2219;1;3031;16
"2922409";614;1347;2;1706;NA;561;1570;1;1666;2
"2922508";527;1435;1;2577;6;573;1874;2;2978;8
"2922607";289;873;5;1213;4;215;622;3;1069;4
"2922656";431;250;2;2096;NA;484;288;1;2218;2
"2922706";642;360;4;1746;13;553;324;2;1343;10
"2922730";330;200;NA;904;1;320;242;3;1054;NA
"2922755";178;336;1;850;1;128;248;NA;662;NA
"2922805";264;237;NA;861;10;197;279;NA;808;4
"2922854";147;312;NA;947;NA;104;269;1;865;2
"2922904";717;661;1;2513;15;812;748;3;3213;17
"2923001";1163;1595;25;3537;31;1182;1759;27;4344;27
"2923035";705;293;3;1238;5;493;221;2;851;1
"2923050";545;225;1;743;1;600;249;NA;895;4
"2923100";793;722;1;2229;9;859;844;12;2868;5
"2923209";809;547;1;2982;NA;560;346;2;2282;2
"2923308";59;575;1;537;5;53;921;1;630;1
"2923357";439;560;NA;1786;3;583;661;2;2065;4
"2923407";929;672;5;2255;12;577;561;6;1740;25
"2923506";355;439;3;921;14;326;457;4;1067;15
"2923605";1428;597;2;2155;4;743;436;5;1391;4
"2923704";766;1076;5;3128;6;510;987;7;2513;10
"2923803";1562;404;5;2902;7;1439;320;5;3019;1
"2923902";249;426;1;721;371;198;294;NA;680;360
"2924009";5187;1885;18;10578;287;5613;1884;38;12878;431
"2924058";563;334;NA;1418;2;503;387;NA;1670;3
"2924108";51;441;NA;412;2;50;621;1;531;NA
"2924207";276;162;NA;1875;1;237;149;2;2037;NA
"2924306";1047;675;4;2005;15;734;537;3;1518;10
"2924405";1185;925;2;4235;3;841;637;5;2908;3
"2924504";775;411;2;2316;7;317;190;NA;995;6
"2924603";534;678;1;1921;8;559;750;2;2313;12
"2924652";350;240;NA;1371;2;221;237;1;1154;NA
"2924678";222;439;NA;1111;2;196;348;1;904;2
"2924702";362;124;1;1176;NA;420;89;NA;1084;NA
"2924801";615;583;NA;1795;4;589;626;1;2369;6
"2924900";425;229;1;1033;1;274;161;NA;803;NA
"2925006";1162;638;1;2564;11;1062;561;4;2304;10
"2925105";2188;1099;13;4759;32;2308;1158;32;5239;40
"2925204";660;1741;6;3038;16;663;2129;5;3575;21
"2925253";507;455;9;1925;17;521;515;37;2307;13
"2925303";6153;6181;47;16548;1752;5736;5441;62;16825;1714
"2925402";312;355;NA;1322;7;219;239;1;882;6
"2925501";945;1186;11;3152;670;716;1158;11;3228;518
"2925600";634;371;1;1841;2;540;339;1;1673;4
"2925709";926;137;2;1725;1;524;100;3;1008;4
"2925758";782;1267;NA;3161;2;561;1152;1;2648;5
"2925808";1104;775;6;2931;5;880;612;9;2708;7
"2925907";692;358;3;3050;28;656;359;NA;3615;21
"2925931";481;327;3;1037;3;328;381;6;1049;3
"2925956";453;572;NA;1921;3;518;768;2;2408;4
"2926004";1776;1179;5;3972;6;1503;1116;11;3778;7
"2926103";749;445;NA;1226;3;628;505;2;1418;2
"2926202";624;728;5;2365;24;474;614;6;2333;10
"2926301";1713;1270;5;3316;7;1410;1425;1;3363;3
"2926400";1995;932;2;2916;10;1430;780;3;2027;11
"2926509";494;383;1;1621;1;361;313;3;1649;2
"2926608";2622;887;7;5433;132;2461;1064;14;6542;145
"2926657";362;240;4;1311;44;240;181;NA;954;28
"2926707";1160;420;3;1196;16;619;381;1;740;20
"2926806";1265;249;NA;1648;2;634;137;NA;672;NA
"2926905";1016;154;NA;1075;2;536;101;NA;620;1
"2927002";1298;691;6;3967;5;1244;704;2;4731;6
"2927101";403;217;2;781;245;354;189;3;732;278
"2927200";783;1031;1;2751;3;777;1245;1;3531;14
"2927309";99;1039;3;1102;NA;120;1618;6;1342;2
"2927408";70330;148310;530;204155;1000;83114;193327;698;256730;1196
"2927507";393;811;2;1943;8;414;1237;2;2476;5
"2927606";473;282;1;1730;22;509;304;4;1912;15
"2927705";1032;933;10;2845;870;809;732;4;2404;908
"2927804";143;168;NA;461;7;133;190;NA;585;10
"2927903";309;536;1;860;5;290;666;NA;924;12
"2928000";1280;1350;7;3964;10;1156;1279;5;4425;13
"2928059";424;600;3;1768;20;274;412;3;1257;21
"2928109";2152;1278;20;4666;27;1240;881;19;2955;24
"2928208";1464;705;1;2824;18;904;498;NA;1987;11
"2928307";119;504;NA;687;2;135;690;NA;894;2
"2928406";1107;854;NA;3045;21;754;647;NA;2716;9
"2928505";358;445;2;1262;8;230;505;3;1196;8
"2928604";536;4707;11;3880;21;567;6159;18;4834;17
"2928703";3503;5416;14;8794;37;3371;6837;13;10289;33
"2928802";973;2387;2;4438;10;1013;3131;1;5461;9
"2928901";1371;893;10;3701;5;895;618;4;2972;6
"2928950";341;278;NA;1226;1;282;220;NA;971;2
"2929008";156;751;1;945;8;133;936;3;995;4
"2929057";925;442;4;1640;20;631;322;4;1265;19
"2929107";588;1208;1;1953;6;504;1238;4;1879;3
"2929206";288;2614;5;2400;12;384;4658;11;3643;20
"2929255";741;495;6;1649;9;730;571;11;2196;8
"2929305";464;2932;1;2722;10;481;3661;7;3121;8
"2929354";122;255;NA;567;9;116;310;5;666;12
"2929370";496;314;2;1072;NA;407;349;2;1176;NA
"2929404";504;847;3;830;4;305;725;NA;597;2
"2929503";543;2456;14;3321;24;610;3709;23;4423;14
"2929602";302;1138;2;1648;1;274;1308;5;1685;2
"2929701";603;612;3;1715;13;516;634;1;1579;3
"2929750";121;830;NA;969;NA;130;1142;2;1247;NA
"2929800";279;443;NA;1073;7;266;564;3;1327;3
"2929909";1748;1414;10;4653;15;1542;1480;4;5008;21
"2930006";390;191;NA;1226;NA;253;169;3;954;NA
"2930105";2607;2333;24;7199;77;3110;2566;31;8880;86
"2930154";1381;1282;5;3605;68;905;1105;4;2914;63
"2930204";1155;1234;3;3819;23;921;1091;3;3504;24
"2930303";831;369;1;2520;3;470;235;4;1465;1
"2930402";242;758;2;1676;1;234;939;1;1986;1
"2930501";2533;3534;19;6900;42;2693;4620;26;8496;44
"2930600";604;427;4;1451;16;561;550;3;1578;12
"2930709";2005;6332;22;10584;83;2153;8012;26;12905;91
"2930758";322;582;1;1385;1;181;463;NA;1073;3
"2930766";649;198;1;1877;1;554;154;NA;1692;NA
"2930774";778;696;3;2176;22;905;773;5;2975;22
"2930808";584;345;1;1717;NA;651;347;3;2062;2
"2930907";846;210;5;1671;15;302;121;2;745;6
"2931004";1446;414;2;2664;7;917;312;NA;1544;5
"2931053";1155;325;2;2122;1;558;240;NA;1100;NA
"2931103";114;449;2;592;1;107;663;1;668;NA
"2931202";357;1007;21;1815;9;300;1059;15;1730;10
"2931301";416;466;4;1760;4;268;438;2;1749;7
"2931350";5986;4830;79;15962;147;5431;4177;68;15726;156
"2931400";63;403;NA;604;NA;64;538;NA;939;NA
"2931509";510;905;5;1672;15;476;1168;12;2609;13
"2931608";277;869;1;1344;5;217;768;2;1254;1
"2931707";53;666;2;806;NA;72;1034;1;1159;NA
"2931806";1048;314;1;2055;2;646;236;NA;1584;NA
"2931905";2231;1033;5;4682;45;2673;1175;9;5491;62
"2932002";1228;360;6;2757;4;1273;291;5;2816;5
"2932101";714;1026;2;1956;3;536;965;3;1650;3
"2932200";364;915;1;1573;10;362;1274;3;1971;22
"2932309";372;635;1;1607;6;400;804;NA;2034;6
"2932408";610;412;5;1121;3;650;562;13;1489;11
"2932457";565;323;3;1441;13;391;305;4;1434;12
"2932507";339;786;22;2623;132;251;611;17;2088;91
"2932606";939;308;NA;2084;2;491;176;1;1134;1
"2932705";679;1297;4;2454;11;549;953;4;1889;22
"2932804";544;458;1;2060;17;443;451;2;1931;27
"2932903";2342;4666;28;8604;64;2138;5342;33;9027;79
"2933000";1423;670;1;2471;6;1288;681;2;2512;7
"2933059";769;276;1;1528;3;679;267;4;1497;7
"2933109";487;248;NA;867;2;381;237;NA;998;NA
"2933158";474;551;NA;1324;13;371;570;6;1549;9
"2933174";383;649;1;932;1;216;569;NA;874;1
"2933208";788;3142;4;3907;24;710;3516;9;4436;27
"2933257";291;179;1;891;1;224;90;3;573;1
"2933307";17862;10230;78;35710;145;18197;10223;94;36450;176
"2933406";179;284;NA;1095;2;199;268;NA;1252;1
"2933455";521;363;NA;1164;NA;479;340;3;1384;NA
"2933505";453;1318;2;2832;6;319;1175;NA;2216;9
"2933604";1128;1532;5;3630;10;1152;1720;4;4418;8
"3100104";957;74;NA;680;NA;497;48;NA;324;NA
"3100203";2295;500;3;2341;5;1766;377;3;1733;4
"3100302";1110;348;NA;1682;1;689;216;1;851;1
"3100401";142;191;NA;432;2;118;195;NA;426;1
"3100500";370;317;NA;1054;12;300;295;1;955;8
"3100609";428;322;NA;1640;1;314;240;2;1518;2
"3100708";245;58;1;225;NA;157;25;NA;111;NA
"3100807";608;76;NA;357;3;332;64;1;180;1
"3100906";806;287;2;2746;1;661;227;2;1867;1
"3101003";527;272;4;1247;1;518;273;1;1341;2
"3101102";1981;594;2;3492;7;1155;329;3;1966;8
"3101201";893;130;2;402;8;699;98;6;242;5
"3101300";483;23;1;213;NA;191;18;NA;96;NA
"3101409";550;24;NA;155;NA;237;11;NA;59;NA
"3101508";2366;1374;4;1920;2;2373;1654;6;2004;3
"3101607";9545;1368;45;4728;17;8315;1248;33;3809;21
"3101631";792;113;5;562;NA;508;84;1;399;NA
"3101706";1912;1092;6;4767;8;1677;855;3;4202;9
"3101805";429;198;3;970;5;293;138;12;702;5
"3101904";2555;268;2;1263;1;1604;198;4;699;1
"3102001";2349;125;5;699;3;1491;95;3;508;3
"3102050";583;77;NA;405;NA;649;79;NA;390;NA
"3102100";1050;170;3;973;NA;814;177;1;802;NA
"3102209";334;51;1;457;2;288;40;NA;369;NA
"3102308";1138;499;3;1519;NA;843;438;5;1147;1
"3102407";70;101;NA;442;NA;80;132;1;541;NA
"3102506";309;221;NA;362;NA;220;189;NA;275;NA
"3102605";6168;410;17;2115;3;4691;310;9;1433;3
"3102704";331;174;NA;1102;NA;244;118;6;954;NA
"3102803";1489;271;2;646;1;1280;276;2;553;3
"3102852";230;266;NA;1019;1;171;173;NA;747;1
"3102902";1269;247;5;1055;5;695;179;1;616;1
"3103009";535;325;3;1291;1;263;182;1;614;NA
"3103108";207;52;3;139;1;97;27;NA;73;NA
"3103207";102;66;2;278;NA;99;31;2;247;NA
"3103306";259;66;NA;147;NA;188;63;NA;132;NA
"3103405";1314;1005;5;3782;30;1129;1089;2;3788;47
"3103504";12148;2118;90;9411;11;10667;1848;90;7714;18
"3103603";382;45;NA;152;1;359;58;2;113;NA
"3103702";481;241;4;1275;7;232;111;1;507;6
"3103751";615;193;3;807;NA;474;141;2;648;NA
"3103801";532;35;NA;129;1;247;19;NA;82;NA
"3103900";1087;145;1;807;3;741;90;NA;479;3
"3104007";11067;2767;74;8444;16;9053;2252;52;6604;20
"3104106";1199;123;4;621;NA;897;67;3;455;NA
"3104205";5264;998;4;3508;9;2758;581;7;1932;9
"3104304";2003;230;3;874;NA;1296;151;NA;547;NA
"3104403";258;119;NA;182;NA;195;122;NA;137;NA
"3104452";257;71;1;668;NA;161;60;1;457;1
"3104502";679;533;5;2069;4;499;436;3;1946;2
"3104601";1686;353;2;1083;2;1090;274;NA;689;1
"3104700";520;468;5;2165;2;253;266;3;1267;3
"3104809";163;152;2;676;1;107;102;1;504;1
"3104908";2841;262;2;862;2;2021;218;2;581;NA
"3105004";328;225;3;1073;1;282;134;NA;891;NA
"3105103";2685;405;2;2197;3;2250;382;3;1670;1
"3105202";246;76;1;701;NA;181;57;2;495;NA
"3105301";904;110;NA;483;1;486;57;1;191;NA
"3105400";1612;1098;4;3849;4;1001;624;7;2420;3
"3105509";492;241;NA;406;NA;238;213;NA;306;NA
"3105608";13528;2377;32;8056;22;12777;2472;42;7363;28
"3105707";321;258;NA;533;1;220;216;NA;471;NA
"3105905";1965;506;1;1657;2;1404;468;2;1283;3
"3106002";528;506;NA;939;1;390;433;NA;800;NA
"3106101";275;163;NA;208;2;220;154;NA;149;1
"3106200";188554;61931;1092;180033;572;198221;67577;1136;190345;625
"3106309";827;536;2;2589;2;822;591;6;2718;6
"3106408";789;243;NA;773;1;582;228;1;628;1
"3106507";296;548;5;1276;3;186;356;8;887;4
"3106606";184;116;NA;569;102;103;64;NA;341;21
"3106655";226;126;1;488;NA;134;88;1;334;1
"3106705";22309;13662;110;42278;101;19471;11500;170;37209;96
